         _id            timestamp  ... device  label
16426  16427  2019-07-21 15:19:39  ...  iPhone       
16427  16428  2019-07-21 15:29:40  ...  iPhone       
16428  16429  2019-07-21 15:50:57  ...  iPhone       
16429  16430  2019-07-21 16:39:05  ...  iPhone       
16430  16431  2019-07-21 16:49:20  ...  iPhone       
16431  16432  2019-07-21 17:00:54  ...  iPhone       
16432  16433  2019-07-21 17:10:53  ...  iPhone       
16433  16434  2019-07-21 17:22:37  ...  iPhone       
16434  16435  2019-07-21 17:32:37  ...  iPhone       
16435  16436  2019-07-21 17:42:36  ...  iPhone       
16436  16437  2019-07-21 18:20:54  ...  iPhone       
16437  16438  2019-07-21 18:33:49  ...  iPhone       
16438  16439  2019-07-21 18:43:48  ...  iPhone       
16439  16440  2019-07-21 19:16:24  ...  iPhone       
16440  16441  2019-07-21 19:26:36  ...  iPhone       
16441  16442  2019-07-21 19:38:20  ...  iPhone       
16442  16443  2019-07-21 20:35:18  ...  iPhone       
16443  16444  2019-07-21 21:22:16  ...  iPhone       
16444  16445  2019-07-21 21:24:38  ...   Watch       
16445  16446  2019-07-21 21:32:20  ...   Watch       
16446  16447  2019-07-21 21:42:20  ...   Watch       
16447  16448  2019-07-21 21:52:04  ...   Watch       
16448  16449  2019-07-21 22:02:03  ...   Watch       
...      ...                  ...  ...     ...    ...
16654  16655  2019-07-24 09:25:06  ...   Watch       
16655  16656  2019-07-24 09:28:48  ...  iPhone       
16656  16657  2019-07-24 09:36:57  ...   Watch       
16657  16658  2019-07-24 09:39:00  ...   Watch       
16658  16659  2019-07-24 09:40:54  ...  iPhone       
16659  16660  2019-07-24 09:41:04  ...   Watch       
16660  16661  2019-07-24 09:50:54  ...  iPhone       
16661  16662  2019-07-24 09:51:02  ...   Watch       
16662  16663  2019-07-24 10:00:58  ...  iPhone       
16663  16664  2019-07-24 10:01:00  ...   Watch       
16664  16665  2019-07-24 10:02:01  ...   Watch       
16665  16666  2019-07-24 10:03:03  ...   Watch       
16666  16667  2019-07-24 10:04:04  ...   Watch       
16667  16668  2019-07-24 10:05:23  ...   Watch       
16668  16669  2019-07-24 10:15:22  ...   Watch       
16669  16670  2019-07-24 10:16:23  ...   Watch       
16670  16671  2019-07-24 10:17:51  ...   Watch       
16671  16672  2019-07-24 10:22:54  ...   Watch       
16672  16673  2019-07-24 10:31:45  ...   Watch       
16673  16674  2019-07-24 11:55:08  ...   Watch       
16674  16675  2019-07-24 12:01:33  ...  iPhone       
16675  16676  2019-07-24 12:07:02  ...   Watch       
16676  16677  2019-07-24 12:09:26  ...   Watch       
16677  16678  2019-07-24 12:12:14  ...   Watch       
16678  16679  2019-07-24 12:12:16  ...  iPhone       
16679  16680  2019-07-24 12:13:15  ...   Watch       
16680  16681  2019-07-24 12:53:36  ...   Watch       
16681  16682  2019-07-24 13:00:18  ...  iPhone       
16682  16683  2019-07-24 13:01:52  ...   Watch       
16683  16684  2019-07-24 13:06:52  ...   Watch       

[265 rows x 9 columns] 


       _id            timestamp  ... device  label
2488  2489  2019-07-15 11:45:38  ...  Watch       
2489  2490  2019-07-15 11:46:40  ...  Watch       
2490  2491  2019-07-15 11:47:42  ...  Watch       
2491  2492  2019-07-15 11:48:44  ...  Watch       
2492  2493  2019-07-15 11:49:46  ...  Watch       
2493  2494  2019-07-15 11:50:48  ...  Watch       
2494  2495  2019-07-15 11:51:49  ...  Watch       
2495  2496  2019-07-15 11:52:51  ...  Watch       
2496  2497  2019-07-15 11:53:53  ...  Watch       
2497  2498  2019-07-15 11:54:55  ...  Watch       
2498  2499  2019-07-15 11:55:57  ...  Watch       
2499  2500  2019-07-15 11:56:58  ...  Watch       
2500  2501  2019-07-15 11:58:11  ...  Watch       
2501  2502  2019-07-15 11:59:12  ...  Watch       
2502  2503  2019-07-15 12:00:14  ...  Watch       
2503  2504  2019-07-15 12:01:16  ...  Watch       
2504  2505  2019-07-15 12:02:18  ...  Watch       
2505  2506  2019-07-15 12:03:19  ...  Watch       
2506  2507  2019-07-15 12:04:21  ...  Watch       
2507  2508  2019-07-15 12:05:23  ...  Watch       
2508  2509  2019-07-15 12:05:33  ...  Watch       
2509  2510  2019-07-15 12:06:46  ...  Watch       
2510  2511  2019-07-15 12:07:37  ...  Watch       
2511  2512  2019-07-15 12:08:39  ...  Watch       
2512  2513  2019-07-15 12:09:41  ...  Watch       
2513  2514  2019-07-15 12:10:01  ...  Watch       
2514  2515  2019-07-15 12:11:03  ...  Watch       
2515  2516  2019-07-15 12:12:05  ...  Watch       
2516  2517  2019-07-15 12:13:17  ...  Watch       
2517  2518  2019-07-15 12:13:27  ...  Watch       
...    ...                  ...  ...    ...    ...
6003  6004  2019-07-16 14:26:06  ...  Watch       
6004  6005  2019-07-16 14:27:08  ...  Watch       
6005  6006  2019-07-16 14:28:10  ...  Watch       
6006  6007  2019-07-16 14:29:12  ...  Watch       
6007  6008  2019-07-16 14:30:13  ...  Watch       
6008  6009  2019-07-16 14:31:15  ...  Watch       
6009  6010  2019-07-16 14:32:17  ...  Watch       
6010  6011  2019-07-16 14:33:19  ...  Watch       
6011  6012  2019-07-16 14:34:10  ...  Watch       
6012  6013  2019-07-16 14:35:12  ...  Watch       
6013  6014  2019-07-16 14:36:14  ...  Watch       
6014  6015  2019-07-16 14:37:16  ...  Watch       
6015  6016  2019-07-16 14:38:17  ...  Watch       
6016  6017  2019-07-16 14:39:09  ...  Watch       
6017  6018  2019-07-16 14:40:00  ...  Watch       
6018  6019  2019-07-16 14:41:02  ...  Watch       
6019  6020  2019-07-16 14:42:04  ...  Watch       
6020  6021  2019-07-16 14:42:35  ...  Watch       
6021  6022  2019-07-16 14:43:37  ...  Watch       
6022  6023  2019-07-16 14:44:39  ...  Watch       
6023  6024  2019-07-16 14:44:49  ...  Watch       
6024  6025  2019-07-16 14:45:51  ...  Watch       
6025  6026  2019-07-16 14:46:42  ...  Watch       
6031  6032  2019-07-16 15:10:14  ...  Watch       
6032  6033  2019-07-16 15:11:16  ...  Watch       
6033  6034  2019-07-16 15:12:17  ...  Watch       
6034  6035  2019-07-16 15:13:30  ...  Watch       
6035  6036  2019-07-16 15:14:31  ...  Watch       
6036  6037  2019-07-16 15:15:33  ...  Watch       
6037  6038  2019-07-16 15:16:35  ...  Watch       

[2277 rows x 9 columns] 


       _id            timestamp  ... device  label
2474  2475  2019-07-15 11:55:57  ...  Watch       
2475  2476  2019-07-15 12:11:03  ...  Watch       
2553  2554  2019-07-15 15:27:25  ...  Watch       
2554  2555  2019-07-15 15:42:29  ...  Watch       
2555  2556  2019-07-15 15:57:39  ...  Watch       
2556  2557  2019-07-15 16:12:47  ...  Watch       
2557  2558  2019-07-15 16:28:12  ...  Watch       
2558  2559  2019-07-15 16:43:29  ...  Watch       
2559  2560  2019-07-15 16:58:35  ...  Watch       
2560  2561  2019-07-15 17:13:42  ...  Watch       
2561  2562  2019-07-15 17:28:50  ...  Watch       
2562  2563  2019-07-15 17:43:57  ...  Watch       
2563  2564  2019-07-15 17:59:04  ...  Watch       
2564  2565  2019-07-15 18:14:11  ...  Watch       
2565  2566  2019-07-15 18:29:17  ...  Watch       
2566  2567  2019-07-15 18:44:24  ...  Watch       
2567  2568  2019-07-15 18:59:31  ...  Watch       
2568  2569  2019-07-15 19:14:38  ...  Watch       
2569  2570  2019-07-15 19:29:45  ...  Watch       
2570  2571  2019-07-15 19:45:01  ...  Watch       
2571  2572  2019-07-15 20:00:08  ...  Watch       
2572  2573  2019-07-15 20:15:13  ...  Watch       
2573  2574  2019-07-15 20:30:20  ...  Watch       
2574  2575  2019-07-15 20:45:26  ...  Watch       
2575  2576  2019-07-15 21:00:32  ...  Watch       
2576  2577  2019-07-15 21:15:50  ...  Watch       
2577  2578  2019-07-15 21:31:06  ...  Watch       
2578  2579  2019-07-15 21:46:13  ...  Watch       
2579  2580  2019-07-15 22:01:20  ...  Watch       
2580  2581  2019-07-15 22:16:29  ...  Watch       
...    ...                  ...  ...    ...    ...
3999  4000  2019-07-16 06:18:40  ...  Watch       
4000  4001  2019-07-16 06:33:35  ...  Watch       
4001  4002  2019-07-16 06:47:19  ...  Watch       
4002  4003  2019-07-16 07:02:25  ...  Watch       
4003  4004  2019-07-16 07:18:23  ...  Watch       
4004  4005  2019-07-16 07:33:29  ...  Watch       
4005  4006  2019-07-16 07:48:45  ...  Watch       
4006  4007  2019-07-16 07:49:26  ...  Watch       
4007  4008  2019-07-16 08:49:26  ...  Watch       
4008  4009  2019-07-16 09:18:35  ...  Watch       
4009  4010  2019-07-16 09:32:34  ...  Watch       
4010  4011  2019-07-16 09:47:34  ...  Watch       
4011  4012  2019-07-16 10:02:38  ...  Watch       
4012  4013  2019-07-16 10:17:42  ...  Watch       
4013  4014  2019-07-16 10:32:46  ...  Watch       
4014  4015  2019-07-16 10:47:52  ...  Watch       
4015  4016  2019-07-16 11:03:00  ...  Watch       
4016  4017  2019-07-16 11:18:08  ...  Watch       
4017  4018  2019-07-16 11:33:14  ...  Watch       
4018  4019  2019-07-16 11:48:21  ...  Watch       
4019  4020  2019-07-16 12:03:28  ...  Watch       
4020  4021  2019-07-16 12:18:46  ...  Watch       
4021  4022  2019-07-16 12:33:46  ...  Watch       
4022  4023  2019-07-16 12:48:56  ...  Watch       
4023  4024  2019-07-16 13:03:59  ...  Watch       
4024  4025  2019-07-16 13:19:09  ...  Watch       
4025  4026  2019-07-16 13:33:27  ...  Watch       
4026  4027  2019-07-16 13:48:33  ...  Watch       
4027  4028  2019-07-16 14:03:38  ...  Watch       
4028  4029  2019-07-16 14:18:43  ...  Watch       

[171 rows x 9 columns] 


       _id            timestamp  ...  device  label
2469  2470  2019-07-15 11:54:42  ...   Watch       
2470  2471  2019-07-15 12:11:45  ...   Watch       
2471  2472  2019-07-15 12:31:28  ...   Watch       
2472  2473  2019-07-15 12:32:30  ...   Watch       
2473  2474  2019-07-15 12:35:22  ...   Watch       
2809  2810  2019-07-15 15:21:51  ...   Watch       
2810  2811  2019-07-15 15:32:31  ...   Watch       
2811  2812  2019-07-15 15:34:53  ...   Watch       
2812  2813  2019-07-15 15:37:46  ...   Watch       
2813  2814  2019-07-15 15:40:10  ...   Watch       
2814  2815  2019-07-15 15:40:10  ...  iPhone       
2815  2816  2019-07-15 15:41:10  ...   Watch       
2816  2817  2019-07-15 15:42:11  ...   Watch       
2817  2818  2019-07-15 15:43:13  ...   Watch       
2818  2819  2019-07-15 15:44:14  ...   Watch       
2819  2820  2019-07-15 15:45:16  ...   Watch       
2820  2821  2019-07-15 15:46:17  ...   Watch       
2821  2822  2019-07-15 15:47:19  ...   Watch       
2822  2823  2019-07-15 15:48:21  ...   Watch       
2823  2824  2019-07-15 15:49:23  ...   Watch       
2824  2825  2019-07-15 15:50:09  ...  iPhone       
2825  2826  2019-07-15 15:50:24  ...   Watch       
2826  2827  2019-07-15 15:51:26  ...   Watch       
2827  2828  2019-07-15 15:56:35  ...   Watch       
2828  2829  2019-07-15 16:02:19  ...   Watch       
2829  2830  2019-07-15 16:03:50  ...   Watch       
2830  2831  2019-07-15 16:06:29  ...   Watch       
2831  2832  2019-07-15 16:09:39  ...   Watch       
2832  2833  2019-07-15 16:10:41  ...   Watch       
2833  2834  2019-07-15 16:11:43  ...   Watch       
...    ...                  ...  ...     ...    ...
4325  4326  2019-07-16 11:55:52  ...   Watch       
4326  4327  2019-07-16 12:23:29  ...   Watch       
4327  4328  2019-07-16 12:24:49  ...   Watch       
4328  4329  2019-07-16 12:25:59  ...   Watch       
4329  4330  2019-07-16 12:26:24  ...  iPhone       
4330  4331  2019-07-16 12:27:00  ...   Watch       
4331  4332  2019-07-16 12:28:02  ...   Watch       
4332  4333  2019-07-16 12:30:59  ...   Watch       
4333  4334  2019-07-16 12:32:01  ...   Watch       
4334  4335  2019-07-16 12:33:02  ...   Watch       
4335  4336  2019-07-16 12:34:04  ...   Watch       
4336  4337  2019-07-16 12:35:05  ...   Watch       
4337  4338  2019-07-16 12:36:07  ...   Watch       
4338  4339  2019-07-16 12:37:02  ...  iPhone       
4339  4340  2019-07-16 12:37:09  ...   Watch       
4340  4341  2019-07-16 12:38:11  ...   Watch       
4341  4342  2019-07-16 12:39:41  ...   Watch       
4342  4343  2019-07-16 12:52:35  ...   Watch       
4343  4344  2019-07-16 13:00:59  ...  iPhone       
4344  4345  2019-07-16 13:02:34  ...   Watch       
4345  4346  2019-07-16 13:25:13  ...   Watch       
4346  4347  2019-07-16 13:26:05  ...  iPhone       
4347  4348  2019-07-16 13:26:15  ...   Watch       
4348  4349  2019-07-16 13:33:55  ...   Watch       
4349  4350  2019-07-16 13:46:39  ...   Watch       
4350  4351  2019-07-16 13:46:45  ...   Watch       
4351  4352  2019-07-16 13:55:48  ...  iPhone       
4352  4353  2019-07-16 13:56:43  ...   Watch       
4353  4354  2019-07-16 14:05:28  ...   Watch       
4354  4355  2019-07-16 14:41:25  ...   Watch       

[321 rows x 9 columns] 


       _id            timestamp  ...  device  label
4512  4513  2019-07-16 09:32:42  ...  iPhone       
4513  4514  2019-07-16 10:04:35  ...  iPhone       
4514  4515  2019-07-16 10:30:12  ...  iPhone       
4515  4516  2019-07-16 13:57:02  ...  iPhone       
6026  6027  2019-07-16 09:32:42  ...  iPhone       
6027  6028  2019-07-16 10:04:35  ...  iPhone       
6028  6029  2019-07-16 10:30:12  ...  iPhone       
6029  6030  2019-07-16 13:57:02  ...  iPhone       

[8 rows x 9 columns] 


       _id            timestamp  ... device  label
2476  2477  2019-07-15 11:48:11  ...  Watch       
2477  2478  2019-07-15 11:55:26  ...  Watch       
2478  2479  2019-07-15 11:57:24  ...  Watch       
2479  2480  2019-07-15 12:05:03  ...  Watch       
2480  2481  2019-07-15 12:10:55  ...  Watch       
2481  2482  2019-07-15 12:14:42  ...  Watch       
2482  2483  2019-07-15 12:19:40  ...  Watch       
2483  2484  2019-07-15 12:24:13  ...  Watch       
2484  2485  2019-07-15 12:28:57  ...  Watch       
2485  2486  2019-07-15 12:35:04  ...  Watch       
2486  2487  2019-07-15 12:37:08  ...  Watch       
2487  2488  2019-07-15 12:42:14  ...  Watch       
2967  2968  2019-07-15 15:23:23  ...  Watch       
2968  2969  2019-07-15 15:29:36  ...  Watch       
2969  2970  2019-07-15 15:34:04  ...  Watch       
2970  2971  2019-07-15 15:39:13  ...  Watch       
2971  2972  2019-07-15 16:00:52  ...  Watch       
2972  2973  2019-07-15 16:02:58  ...  Watch       
2973  2974  2019-07-15 16:18:47  ...  Watch       
2974  2975  2019-07-15 16:21:52  ...  Watch       
2975  2976  2019-07-15 16:28:46  ...  Watch       
2976  2977  2019-07-15 16:36:11  ...  Watch       
2977  2978  2019-07-15 16:39:19  ...  Watch       
2978  2979  2019-07-15 16:44:31  ...  Watch       
2979  2980  2019-07-15 16:49:19  ...  Watch       
2980  2981  2019-07-15 16:51:23  ...  Watch       
2981  2982  2019-07-15 16:57:46  ...  Watch       
2982  2983  2019-07-15 17:03:52  ...  Watch       
2983  2984  2019-07-15 17:07:52  ...  Watch       
2984  2985  2019-07-15 17:11:38  ...  Watch       
...    ...                  ...  ...    ...    ...
5131  5132  2019-07-16 12:09:42  ...  Watch       
5132  5133  2019-07-16 12:15:56  ...  Watch       
5133  5134  2019-07-16 12:19:09  ...  Watch       
5134  5135  2019-07-16 12:21:59  ...  Watch       
5135  5136  2019-07-16 12:29:55  ...  Watch       
5136  5137  2019-07-16 12:41:08  ...  Watch       
5137  5138  2019-07-16 12:43:34  ...  Watch       
5138  5139  2019-07-16 12:50:16  ...  Watch       
5139  5140  2019-07-16 12:52:22  ...  Watch       
5140  5141  2019-07-16 13:10:31  ...  Watch       
5141  5142  2019-07-16 13:13:37  ...  Watch       
5142  5143  2019-07-16 13:18:30  ...  Watch       
5143  5144  2019-07-16 13:21:22  ...  Watch       
5144  5145  2019-07-16 13:30:24  ...  Watch       
5145  5146  2019-07-16 13:35:33  ...  Watch       
5146  5147  2019-07-16 13:37:16  ...  Watch       
5147  5148  2019-07-16 13:45:15  ...  Watch       
5148  5149  2019-07-16 13:50:13  ...  Watch       
5149  5150  2019-07-16 13:53:39  ...  Watch       
5150  5151  2019-07-16 14:00:17  ...  Watch       
5151  5152  2019-07-16 14:06:12  ...  Watch       
5152  5153  2019-07-16 14:10:29  ...  Watch       
5153  5154  2019-07-16 14:11:41  ...  Watch       
5154  5155  2019-07-16 14:17:49  ...  Watch       
5155  5156  2019-07-16 14:22:30  ...  Watch       
5156  5157  2019-07-16 14:26:19  ...  Watch       
5157  5158  2019-07-16 14:35:40  ...  Watch       
5158  5159  2019-07-16 14:40:34  ...  Watch       
5159  5160  2019-07-16 14:45:15  ...  Watch       
6030  6031  2019-07-16 15:13:12  ...  Watch       

[456 rows x 9 columns] 


       _id            timestamp  ...  device  label
2464  2465  2019-07-15 11:54:42  ...   Watch       
2465  2466  2019-07-15 12:11:45  ...   Watch       
2466  2467  2019-07-15 12:31:28  ...   Watch       
2467  2468  2019-07-15 12:32:30  ...   Watch       
2468  2469  2019-07-15 12:35:22  ...   Watch       
2641  2642  2019-07-15 15:21:51  ...   Watch       
2642  2643  2019-07-15 15:32:31  ...   Watch       
2643  2644  2019-07-15 15:34:53  ...   Watch       
2644  2645  2019-07-15 15:37:46  ...   Watch       
2645  2646  2019-07-15 15:40:10  ...   Watch       
2646  2647  2019-07-15 15:40:10  ...  iPhone       
2647  2648  2019-07-15 15:41:10  ...   Watch       
2648  2649  2019-07-15 15:42:11  ...   Watch       
2649  2650  2019-07-15 15:43:13  ...   Watch       
2650  2651  2019-07-15 15:44:14  ...   Watch       
2651  2652  2019-07-15 15:45:16  ...   Watch       
2652  2653  2019-07-15 15:46:17  ...   Watch       
2653  2654  2019-07-15 15:47:19  ...   Watch       
2654  2655  2019-07-15 15:48:21  ...   Watch       
2655  2656  2019-07-15 15:49:23  ...   Watch       
2656  2657  2019-07-15 15:50:09  ...  iPhone       
2657  2658  2019-07-15 15:50:24  ...   Watch       
2658  2659  2019-07-15 15:51:26  ...   Watch       
2659  2660  2019-07-15 15:56:35  ...   Watch       
2660  2661  2019-07-15 16:02:19  ...   Watch       
2661  2662  2019-07-15 16:03:50  ...   Watch       
2662  2663  2019-07-15 16:06:29  ...   Watch       
2663  2664  2019-07-15 16:09:39  ...   Watch       
2664  2665  2019-07-15 16:10:41  ...   Watch       
2665  2666  2019-07-15 16:11:43  ...   Watch       
...    ...                  ...  ...     ...    ...
4167  4168  2019-07-16 11:55:52  ...   Watch       
4168  4169  2019-07-16 12:23:29  ...   Watch       
4169  4170  2019-07-16 12:24:49  ...   Watch       
4170  4171  2019-07-16 12:25:59  ...   Watch       
4171  4172  2019-07-16 12:26:24  ...  iPhone       
4172  4173  2019-07-16 12:27:00  ...   Watch       
4173  4174  2019-07-16 12:28:02  ...   Watch       
4174  4175  2019-07-16 12:30:59  ...   Watch       
4175  4176  2019-07-16 12:32:01  ...   Watch       
4176  4177  2019-07-16 12:33:02  ...   Watch       
4177  4178  2019-07-16 12:34:04  ...   Watch       
4178  4179  2019-07-16 12:35:05  ...   Watch       
4179  4180  2019-07-16 12:36:07  ...   Watch       
4180  4181  2019-07-16 12:37:02  ...  iPhone       
4181  4182  2019-07-16 12:37:09  ...   Watch       
4182  4183  2019-07-16 12:38:11  ...   Watch       
4183  4184  2019-07-16 12:39:41  ...   Watch       
4184  4185  2019-07-16 12:52:35  ...   Watch       
4185  4186  2019-07-16 13:00:59  ...  iPhone       
4186  4187  2019-07-16 13:02:34  ...   Watch       
4187  4188  2019-07-16 13:25:13  ...   Watch       
4188  4189  2019-07-16 13:26:05  ...  iPhone       
4189  4190  2019-07-16 13:26:15  ...   Watch       
4190  4191  2019-07-16 13:33:55  ...   Watch       
4191  4192  2019-07-16 13:46:39  ...   Watch       
4192  4193  2019-07-16 13:46:45  ...   Watch       
4193  4194  2019-07-16 13:55:48  ...  iPhone       
4194  4195  2019-07-16 13:56:43  ...   Watch       
4195  4196  2019-07-16 14:05:28  ...   Watch       
4196  4197  2019-07-16 14:41:25  ...   Watch       

[341 rows x 9 columns] 


