,,,,,(Outside Air Damper Position %),
Date,UMBRS_1.DELTAV.Air Handling.ALUMNI_AH1.Return T,Status,UMBRS_1.DELTAV.Air Handling.ALUMNI_AH1.Supply T,Status,UMBRS_1.DELTAV.00009461,Status
 8/21/2018  11:05:14 AM,71.20261929,OK,56.08857997,OK,100,OK
 8/21/2018  11:06:14 AM,71.20799793,OK,56.07176102,OK,100,OK
 8/21/2018  11:07:14 AM,71.22095441,OK,56.06968997,OK,100,OK
 8/21/2018  11:08:14 AM,71.22768738,OK,56.08969091,OK,100,OK
 8/21/2018  11:09:14 AM,71.22982981,OK,56.11482708,OK,100,OK
 8/21/2018  11:10:14 AM,71.24271091,OK,56.12452525,OK,100,OK
 8/21/2018  11:11:14 AM,71.27059181,OK,56.09805065,OK,100,OK
 8/21/2018  11:12:14 AM,71.3001115,OK,56.05348493,OK,100,OK
 8/21/2018  11:13:14 AM,71.31829457,OK,55.99563031,OK,100,OK
 8/21/2018  11:14:14 AM,71.33506215,OK,55.90608156,OK,100,OK
 8/21/2018  11:15:14 AM,71.34342298,OK,55.82553609,OK,100,OK
 8/21/2018  11:16:14 AM,71.34538488,OK,55.76339316,OK,100,OK
 8/21/2018  11:17:14 AM,71.36797748,OK,55.72101475,OK,100,OK
 8/21/2018  11:18:14 AM,71.38682105,OK,55.69284091,OK,100,OK
 8/21/2018  11:19:14 AM,71.42521167,OK,55.67735494,OK,100,OK
 8/21/2018  11:20:14 AM,71.44870501,OK,55.69074451,OK,100,OK
 8/21/2018  11:21:14 AM,71.45935527,OK,55.72823852,OK,100,OK
 8/21/2018  11:22:14 AM,71.47175493,OK,55.78285826,OK,100,OK
 8/21/2018  11:23:14 AM,71.48030133,OK,55.87433297,OK,100,OK
 8/21/2018  11:24:14 AM,71.49032644,OK,55.99408941,OK,100,OK
 8/21/2018  11:25:14 AM,71.52435891,OK,56.12079527,OK,100,OK
 8/21/2018  11:26:14 AM,71.5463514,OK,56.26363357,OK,100,OK
 8/21/2018  11:27:14 AM,71.56479743,OK,56.39080633,OK,100,OK
 8/21/2018  11:28:14 AM,71.5748645,OK,56.48532917,OK,100,OK
 8/21/2018  11:29:14 AM,71.57184572,OK,56.52883856,OK,100,OK
 8/21/2018  11:30:14 AM,71.57420451,OK,56.51058478,OK,100,OK
 8/21/2018  11:31:14 AM,71.58487727,OK,56.43031318,OK,100,OK
 8/21/2018  11:32:14 AM,71.59843459,OK,56.30834117,OK,100,OK
 8/21/2018  11:33:14 AM,71.60203263,OK,56.13113046,OK,100,OK
 8/21/2018  11:34:14 AM,71.60406326,OK,55.966447,OK,100,OK
 8/21/2018  11:35:14 AM,71.6166505,OK,55.81912343,OK,100,OK
 8/21/2018  11:36:14 AM,71.62210271,OK,55.71513739,OK,100,OK
 8/21/2018  11:37:14 AM,71.63196036,OK,55.65355824,OK,100,OK
 8/21/2018  11:38:14 AM,71.64120917,OK,55.63093969,OK,100,OK
 8/21/2018  11:39:14 AM,71.64792552,OK,55.64306159,OK,100,OK
 8/21/2018  11:40:14 AM,71.65815449,OK,55.69397163,OK,100,OK
 8/21/2018  11:41:14 AM,71.67464616,OK,55.7806873,OK,100,OK
 8/21/2018  11:42:14 AM,71.69968047,OK,55.8986586,OK,100,OK
 8/21/2018  11:43:14 AM,71.71106331,OK,56.06239867,OK,100,OK
 8/21/2018  11:44:14 AM,71.70815039,OK,56.2072343,OK,100,OK
 8/21/2018  11:45:14 AM,71.70924471,OK,56.3350224,OK,100,OK
 8/21/2018  11:46:14 AM,71.70785812,OK,56.39491746,OK,100,OK
 8/21/2018  11:47:14 AM,71.71117905,OK,56.39189544,OK,100,OK
 8/21/2018  11:48:14 AM,71.73372609,OK,56.35699862,OK,100,OK
 8/21/2018  11:49:14 AM,71.76284622,OK,56.299985,OK,100,OK
 8/21/2018  11:50:14 AM,71.77579718,OK,56.26521091,OK,100,OK
 8/21/2018  11:51:14 AM,71.77955613,OK,56.24817702,OK,100,OK
 8/21/2018  11:52:14 AM,71.77688959,OK,56.2179618,OK,100,OK
 8/21/2018  11:53:14 AM,71.76652513,OK,56.17852384,OK,100,OK
 8/21/2018  11:54:14 AM,71.76353725,OK,56.14416178,OK,100,OK
 8/21/2018  11:55:14 AM,71.76750944,OK,56.12057602,OK,100,OK
 8/21/2018  11:56:14 AM,71.78607899,OK,56.09989893,OK,100,OK
 8/21/2018  11:57:14 AM,71.79457553,OK,56.05975413,OK,100,OK
 8/21/2018  11:58:14 AM,71.79677575,OK,55.98962685,OK,100,OK
 8/21/2018  11:59:14 AM,71.79584336,OK,55.9069733,OK,100,OK
 8/21/2018  12:00:14 PM,71.78278135,OK,55.81585193,OK,100,OK
 8/21/2018  12:01:14 PM,71.78362355,OK,55.72530293,OK,100,OK
 8/21/2018  12:02:14 PM,71.77696144,OK,55.66647846,OK,100,OK
 8/21/2018  12:03:14 PM,71.77270042,OK,55.66344256,OK,100,OK
 8/21/2018  12:04:14 PM,71.78402433,OK,55.7184672,OK,100,OK
 8/21/2018  12:05:14 PM,71.80076559,OK,55.81357899,OK,100,OK
 8/21/2018  12:06:14 PM,71.80797812,OK,55.96567979,OK,100,OK
 8/21/2018  12:07:14 PM,71.8148977,OK,56.11244653,OK,100,OK
 8/21/2018  12:08:14 PM,71.81287136,OK,56.23056264,OK,100,OK
 8/21/2018  12:09:14 PM,71.82864841,OK,56.29102532,OK,100,OK
 8/21/2018  12:10:14 PM,71.83984941,OK,56.31724305,OK,100,OK
 8/21/2018  12:11:14 PM,71.84455441,OK,56.29716121,OK,100,OK
 8/21/2018  12:12:14 PM,71.85255275,OK,56.23540545,OK,100,OK
 8/21/2018  12:13:14 PM,71.86008773,OK,56.17522422,OK,100,OK
 8/21/2018  12:14:14 PM,71.86972329,OK,56.10732359,OK,100,OK
 8/21/2018  12:15:14 PM,71.87775291,OK,56.05990505,OK,100,OK
 8/21/2018  12:16:14 PM,71.88528652,OK,56.01597676,OK,100,OK
 8/21/2018  12:17:14 PM,71.88349493,OK,56.01434828,OK,100,OK
 8/21/2018  12:18:14 PM,71.87986727,OK,56.0485401,OK,100,OK
 8/21/2018  12:19:14 PM,71.88430654,OK,56.07851849,OK,100,OK
 8/21/2018  12:20:14 PM,71.89308497,OK,56.10080703,OK,100,OK
 8/21/2018  12:21:14 PM,71.9000886,OK,56.14340782,OK,100,OK
 8/21/2018  12:22:14 PM,71.91239891,OK,56.16314508,OK,100,OK
 8/21/2018  12:23:14 PM,71.92490171,OK,56.16588176,OK,100,OK
 8/21/2018  12:24:14 PM,71.92882582,OK,56.16744566,OK,100,OK
 8/21/2018  12:25:14 PM,71.93477842,OK,56.15682414,OK,100,OK
 8/21/2018  12:26:14 PM,71.94101332,OK,56.14838535,OK,100,OK
 8/21/2018  12:27:14 PM,71.94933179,OK,56.13328379,OK,100,OK
 8/21/2018  12:28:14 PM,71.95481226,OK,56.13345494,OK,100,OK
 8/21/2018  12:29:14 PM,71.96151776,OK,56.1312538,OK,100,OK
 8/21/2018  12:30:14 PM,71.97283743,OK,56.11161496,OK,55.105,OK
 8/21/2018  12:31:14 PM,71.98527033,OK,56.05323921,OK,0,OK
 8/21/2018  12:32:14 PM,71.9832897,OK,55.97777697,OK,4.131086407,OK
 8/21/2018  12:33:14 PM,71.97376234,OK,56.16642706,OK,6.939190457,OK
 8/21/2018  12:34:14 PM,71.97046264,OK,56.50051956,OK,9.95470983,OK
 8/21/2018  12:35:14 PM,71.97164904,OK,56.81506452,OK,13.58847835,OK
 8/21/2018  12:36:14 PM,71.96709534,OK,56.90837499,OK,16.89769948,OK
 8/21/2018  12:37:14 PM,71.94889051,OK,56.81080784,OK,20.48990397,OK
 8/21/2018  12:38:14 PM,71.91919362,OK,56.61061432,OK,23.52420269,OK
 8/21/2018  12:39:14 PM,71.89090721,OK,56.33858758,OK,26.06963153,OK
 8/21/2018  12:40:14 PM,71.85869265,OK,56.0757414,OK,28.29396878,OK
 8/21/2018  12:41:14 PM,71.82967556,OK,55.91978714,OK,21.07499964,OK
 8/21/2018  12:42:14 PM,71.82174835,OK,55.85997372,OK,0.158805354,OK
 8/21/2018  12:43:14 PM,71.81670774,OK,55.80710924,OK,0,OK
 8/21/2018  12:44:14 PM,71.81227579,OK,55.80721428,OK,0,OK
 8/21/2018  12:45:14 PM,71.81197017,OK,55.86449136,OK,0,OK
 8/21/2018  12:46:14 PM,71.81556166,OK,55.90183117,OK,0,OK
 8/21/2018  12:47:14 PM,71.80964732,OK,55.90127746,OK,0,OK
 8/21/2018  12:48:14 PM,71.80796814,OK,55.9028512,OK,0,OK
 8/21/2018  12:49:14 PM,71.8047514,OK,55.93292656,OK,0,OK
 8/21/2018  12:50:14 PM,71.8120601,OK,55.96468121,OK,0,OK
 8/21/2018  12:51:14 PM,71.81898594,OK,55.9937592,OK,0,OK
 8/21/2018  12:52:14 PM,71.82280866,OK,56.02004093,OK,0,OK
 8/21/2018  12:53:14 PM,71.8231111,OK,56.03215322,OK,0,OK
 8/21/2018  12:54:14 PM,71.82806671,OK,56.02099196,OK,0,OK
 8/21/2018  12:55:14 PM,71.83101695,OK,56.01580944,OK,0,OK
 8/21/2018  12:56:14 PM,71.83410598,OK,56.03636669,OK,0,OK
 8/21/2018  12:57:14 PM,71.83930073,OK,56.05722688,OK,0,OK
 8/21/2018  12:58:14 PM,71.84838061,OK,56.06521088,OK,0,OK
 8/21/2018  12:59:14 PM,71.85336165,OK,56.07629091,OK,0,OK
 8/21/2018  1:00:14 PM,71.85419337,OK,56.08624889,OK,0,OK
 8/21/2018  1:01:14 PM,71.84269784,OK,56.09571633,OK,0,OK
 8/21/2018  1:02:14 PM,71.84158641,OK,56.09013567,OK,0,OK
 8/21/2018  1:03:14 PM,71.85686528,OK,56.05420863,OK,0,OK
 8/21/2018  1:04:14 PM,71.87459621,OK,56.0192736,OK,0,OK
 8/21/2018  1:05:14 PM,71.87850014,OK,56.01254199,OK,0,OK
 8/21/2018  1:06:14 PM,71.8782729,OK,56.0212001,OK,0,OK
 8/21/2018  1:07:14 PM,71.88732263,OK,56.02572524,OK,0,OK
 8/21/2018  1:08:14 PM,71.89151785,OK,56.03911497,OK,0,OK
 8/21/2018  1:09:14 PM,71.89734333,OK,56.04637521,OK,0,OK
 8/21/2018  1:10:14 PM,71.90202765,OK,56.03528899,OK,0,OK
 8/21/2018  1:11:14 PM,71.9062994,OK,56.02637186,OK,0,OK
 8/21/2018  1:12:14 PM,71.91203314,OK,56.03176931,OK,0,OK
 8/21/2018  1:13:14 PM,71.92198089,OK,56.0617767,OK,0,OK
 8/21/2018  1:14:14 PM,71.93301644,OK,56.08355296,OK,0,OK
 8/21/2018  1:15:14 PM,71.94009349,OK,56.10662,OK,0,OK
 8/21/2018  1:16:14 PM,71.94208482,OK,56.14432982,OK,0,OK
 8/21/2018  1:17:14 PM,71.9388164,OK,56.15239337,OK,0,OK
 8/21/2018  1:18:14 PM,71.9387643,OK,56.14659166,OK,0,OK
 8/21/2018  1:19:14 PM,71.94526374,OK,56.1070702,OK,0,OK
 8/21/2018  1:20:14 PM,71.94575318,OK,56.0589091,OK,0,OK
 8/21/2018  1:21:14 PM,71.95358389,OK,56.02649099,OK,0,OK
 8/21/2018  1:22:14 PM,71.96088886,OK,56.00792831,OK,0,OK
 8/21/2018  1:23:14 PM,71.9715766,OK,55.97453844,OK,0,OK
 8/21/2018  1:24:14 PM,71.97672024,OK,55.95088196,OK,0,OK
 8/21/2018  1:25:14 PM,71.98535802,OK,55.92626115,OK,0,OK
 8/21/2018  1:26:14 PM,71.99900702,OK,55.93324308,OK,0,OK
 8/21/2018  1:27:14 PM,72.00717079,OK,55.95331318,OK,0,OK
 8/21/2018  1:28:14 PM,71.99824588,OK,55.97192933,OK,0,OK
 8/21/2018  1:29:14 PM,71.99148866,OK,56.00039941,OK,0,OK
 8/21/2018  1:30:14 PM,71.99925378,OK,56.02987447,OK,0,OK
 8/21/2018  1:31:14 PM,72.02338586,OK,56.03636519,OK,0,OK
 8/21/2018  1:32:14 PM,72.04085426,OK,56.03584043,OK,0,OK
 8/21/2018  1:33:14 PM,72.049102,OK,56.0325515,OK,0,OK
 8/21/2018  1:34:14 PM,72.05466215,OK,56.03181049,OK,0,OK
 8/21/2018  1:35:14 PM,72.05364459,OK,56.02269357,OK,0,OK
 8/21/2018  1:36:14 PM,72.04679104,OK,56.02234774,OK,0,OK
 8/21/2018  1:37:14 PM,72.04435352,OK,56.01846377,OK,0,OK
 8/21/2018  1:38:14 PM,72.05056782,OK,56.03040997,OK,0,OK
 8/21/2018  1:39:14 PM,72.05871504,OK,56.02657434,OK,0,OK
 8/21/2018  1:40:14 PM,72.06444899,OK,56.02762456,OK,0,OK
 8/21/2018  1:41:14 PM,72.07717373,OK,56.03440768,OK,0,OK
 8/21/2018  1:42:14 PM,72.10219735,OK,56.0391499,OK,0,OK
 8/21/2018  1:43:14 PM,72.1123268,OK,56.03338469,OK,0,OK
 8/21/2018  1:44:14 PM,72.1144516,OK,56.02456325,OK,0,OK
 8/21/2018  1:45:14 PM,72.1100204,OK,56.01984611,OK,0,OK
 8/21/2018  1:46:14 PM,72.11866252,OK,55.99888091,OK,0,OK
 8/21/2018  1:47:14 PM,72.12346409,OK,55.98940088,OK,0,OK
 8/21/2018  1:48:14 PM,72.12634247,OK,55.97926132,OK,0,OK
 8/21/2018  1:49:14 PM,72.13395395,OK,55.97451088,OK,0,OK
 8/21/2018  1:50:14 PM,72.13996936,OK,55.9361272,OK,0,OK
 8/21/2018  1:51:14 PM,72.13684166,OK,55.73330379,OK,0,OK
 8/21/2018  1:52:14 PM,72.13278724,OK,55.45833534,OK,0,OK
 8/21/2018  1:53:14 PM,72.12639041,OK,55.30647183,OK,0,OK
 8/21/2018  1:54:14 PM,72.13555009,OK,55.25370512,OK,0,OK
 8/21/2018  1:55:14 PM,72.1464746,OK,55.27758177,OK,0,OK
 8/21/2018  1:56:14 PM,72.14690102,OK,55.35971423,OK,0,OK
 8/21/2018  1:57:14 PM,72.14318808,OK,55.4732896,OK,0,OK
 8/21/2018  1:58:14 PM,72.14285793,OK,55.56705809,OK,0,OK
 8/21/2018  1:59:14 PM,72.15773447,OK,55.63447506,OK,0,OK
 8/21/2018  2:00:14 PM,72.17571621,OK,55.66761405,OK,0,OK
 8/21/2018  2:01:14 PM,72.19103845,OK,55.72036942,OK,0,OK
 8/21/2018  2:02:14 PM,72.19742382,OK,55.77549682,OK,0,OK
 8/21/2018  2:03:14 PM,72.1924005,OK,55.8163915,OK,0,OK
 8/21/2018  2:04:14 PM,72.18556643,OK,55.84224394,OK,0,OK
 8/21/2018  2:05:14 PM,72.17420947,OK,55.88255109,OK,0,OK
 8/21/2018  2:06:14 PM,72.17879508,OK,55.92957821,OK,0,OK
 8/21/2018  2:07:14 PM,72.19723533,OK,55.96752707,OK,0,OK
 8/21/2018  2:08:14 PM,72.21753678,OK,55.99723509,OK,0,OK
 8/21/2018  2:09:14 PM,72.23666965,OK,56.01773547,OK,0,OK
 8/21/2018  2:10:14 PM,72.24544795,OK,56.01416149,OK,0,OK
 8/21/2018  2:11:14 PM,72.24193039,OK,56.03326198,OK,0,OK
 8/21/2018  2:12:14 PM,72.2387184,OK,56.06278749,OK,0,OK
 8/21/2018  2:13:14 PM,72.25047604,OK,56.09209812,OK,0,OK
 8/21/2018  2:14:14 PM,72.26013198,OK,56.1064682,OK,0,OK
 8/21/2018  2:15:14 PM,72.27082639,OK,56.10964519,OK,0,OK
 8/21/2018  2:16:14 PM,72.28245234,OK,56.10683779,OK,0,OK
 8/21/2018  2:17:14 PM,72.29102484,OK,56.08273226,OK,0,OK
 8/21/2018  2:18:14 PM,72.30536248,OK,56.05534633,OK,0,OK
 8/21/2018  2:19:14 PM,72.32278606,OK,56.04907635,OK,0,OK
 8/21/2018  2:20:14 PM,72.3324801,OK,56.04339921,OK,0,OK
 8/21/2018  2:21:14 PM,72.32779921,OK,56.04905305,OK,0,OK
 8/21/2018  2:22:14 PM,72.32388833,OK,56.05962008,OK,0,OK
 8/21/2018  2:23:14 PM,72.32401886,OK,56.04662158,OK,0,OK
 8/21/2018  2:24:14 PM,72.32845446,OK,56.02484323,OK,0,OK
 8/21/2018  2:25:14 PM,72.32627668,OK,56.03933851,OK,0,OK
 8/21/2018  2:26:14 PM,72.33745672,OK,56.0534313,OK,0,OK
 8/21/2018  2:27:14 PM,72.35272435,OK,56.07079334,OK,0,OK
 8/21/2018  2:28:14 PM,72.36247071,OK,56.105304,OK,0,OK
 8/21/2018  2:29:14 PM,72.3653094,OK,56.15167071,OK,0,OK
 8/21/2018  2:30:14 PM,72.3641926,OK,56.15802832,OK,0,OK
 8/21/2018  2:31:14 PM,72.37159902,OK,56.14820771,OK,0,OK
 8/21/2018  2:32:14 PM,72.37127566,OK,56.13439988,OK,0,OK
 8/21/2018  2:33:14 PM,72.37693817,OK,56.08482229,OK,0,OK
 8/21/2018  2:34:14 PM,72.38606008,OK,56.01929137,OK,0,OK
 8/21/2018  2:35:14 PM,72.39526321,OK,55.97292225,OK,0,OK
 8/21/2018  2:36:14 PM,72.40720107,OK,55.95232608,OK,0,OK
 8/21/2018  2:37:14 PM,72.4195061,OK,55.93993114,OK,0,OK
 8/21/2018  2:38:14 PM,72.4209974,OK,55.92552826,OK,0,OK
 8/21/2018  2:39:14 PM,72.4335813,OK,55.92295399,OK,0,OK
 8/21/2018  2:40:14 PM,72.44259453,OK,55.92314725,OK,0,OK
 8/21/2018  2:41:14 PM,72.44266782,OK,55.96021566,OK,0,OK
 8/21/2018  2:42:14 PM,72.45238509,OK,55.98683906,OK,0,OK
 8/21/2018  2:43:14 PM,72.46341685,OK,55.99678059,OK,0,OK
 8/21/2018  2:44:14 PM,72.47114778,OK,56.01863716,OK,0,OK
 8/21/2018  2:45:14 PM,72.48209751,OK,56.03986003,OK,0,OK
 8/21/2018  2:46:14 PM,72.49118387,OK,56.04428679,OK,0,OK
 8/21/2018  2:47:14 PM,72.5016102,OK,56.0570769,OK,0,OK
 8/21/2018  2:48:14 PM,72.51427585,OK,56.06755664,OK,0,OK
 8/21/2018  2:49:14 PM,72.53237365,OK,56.07840673,OK,0,OK
 8/21/2018  2:50:14 PM,72.54118411,OK,56.07645073,OK,0,OK
 8/21/2018  2:51:14 PM,72.54703005,OK,56.08548735,OK,0,OK
 8/21/2018  2:52:14 PM,72.55470161,OK,56.0955279,OK,0,OK
 8/21/2018  2:53:14 PM,72.56161755,OK,56.09827697,OK,0,OK
 8/21/2018  2:54:14 PM,72.57550397,OK,56.10689753,OK,0,OK
 8/21/2018  2:55:14 PM,72.58177547,OK,56.10028896,OK,0,OK
 8/21/2018  2:56:14 PM,72.58741209,OK,56.09859684,OK,0,OK
 8/21/2018  2:57:14 PM,72.61423273,OK,56.09287101,OK,0,OK
 8/21/2018  2:58:14 PM,72.63712082,OK,56.05567333,OK,0,OK
 8/21/2018  2:59:14 PM,72.65389945,OK,56.03590465,OK,0,OK
 8/21/2018  3:00:14 PM,72.65442519,OK,56.0125723,OK,0,OK
 8/21/2018  3:01:14 PM,72.65790831,OK,55.96132309,OK,0,OK
 8/21/2018  3:02:14 PM,72.66412695,OK,55.95264119,OK,0,OK
 8/21/2018  3:03:14 PM,72.67694597,OK,55.97148499,OK,0,OK
 8/21/2018  3:04:14 PM,72.68134713,OK,55.98335334,OK,0,OK
 8/21/2018  3:05:14 PM,72.68036682,OK,56.0217145,OK,0,OK
 8/21/2018  3:06:14 PM,72.67563416,OK,56.06020152,OK,0,OK
 8/21/2018  3:07:14 PM,72.66607683,OK,56.07719369,OK,0,OK
 8/21/2018  3:08:14 PM,72.68230626,OK,56.08554633,OK,0,OK
 8/21/2018  3:09:14 PM,72.71203636,OK,56.06460107,OK,0,OK
 8/21/2018  3:10:14 PM,72.72369212,OK,56.04017859,OK,0,OK
 8/21/2018  3:11:14 PM,72.72747054,OK,56.0359333,OK,0,OK
 8/21/2018  3:12:14 PM,72.7286353,OK,56.04419295,OK,0,OK
 8/21/2018  3:13:14 PM,72.73281757,OK,56.0494216,OK,0,OK
 8/21/2018  3:14:14 PM,72.73573171,OK,56.05473421,OK,0,OK
 8/21/2018  3:15:14 PM,72.73527711,OK,56.04636685,OK,0,OK
 8/21/2018  3:16:14 PM,72.74150836,OK,56.0394309,OK,0,OK
 8/21/2018  3:17:14 PM,72.74476808,OK,56.0296512,OK,0,OK
 8/21/2018  3:18:14 PM,72.74933807,OK,56.01115084,OK,0,OK
 8/21/2018  3:19:14 PM,72.75024892,OK,55.99027815,OK,0,OK
 8/21/2018  3:20:14 PM,72.74737803,OK,55.9808393,OK,0,OK
 8/21/2018  3:21:14 PM,72.75303334,OK,55.97916671,OK,0,OK
 8/21/2018  3:22:14 PM,72.76152771,OK,55.98759305,OK,0,OK
 8/21/2018  3:23:14 PM,72.76382052,OK,56.02343918,OK,0,OK
 8/21/2018  3:24:14 PM,72.76336381,OK,56.04740939,OK,0,OK
 8/21/2018  3:25:14 PM,72.76171853,OK,56.06938982,OK,0,OK
 8/21/2018  3:26:14 PM,72.76887081,OK,56.10004641,OK,0,OK
 8/21/2018  3:27:14 PM,72.78524942,OK,56.11385897,OK,0,OK
 8/21/2018  3:28:14 PM,72.79114351,OK,56.11528945,OK,0,OK
 8/21/2018  3:29:14 PM,72.79008325,OK,56.09148048,OK,0,OK
 8/21/2018  3:30:14 PM,72.78404919,OK,56.03583317,OK,0,OK
 8/21/2018  3:31:14 PM,72.78191814,OK,56.00009165,OK,0,OK
 8/21/2018  3:32:14 PM,72.77470169,OK,55.97667435,OK,0,OK
 8/21/2018  3:33:14 PM,72.7776062,OK,55.9726604,OK,0,OK
 8/21/2018  3:34:14 PM,72.76754948,OK,55.98051613,OK,0,OK
 8/21/2018  3:35:14 PM,72.76782421,OK,55.97965679,OK,0,OK
 8/21/2018  3:36:14 PM,72.77740064,OK,55.98214647,OK,0,OK
 8/21/2018  3:37:14 PM,72.78291361,OK,56.00081828,OK,0,OK
 8/21/2018  3:38:14 PM,72.79580105,OK,56.02356908,OK,0,OK
 8/21/2018  3:39:14 PM,72.79889933,OK,56.03625674,OK,0,OK
 8/21/2018  3:40:14 PM,72.79846298,OK,56.03464673,OK,0,OK
 8/21/2018  3:41:14 PM,72.79794377,OK,55.99840894,OK,0,OK
 8/21/2018  3:42:14 PM,72.79627442,OK,55.98712411,OK,0,OK
 8/21/2018  3:43:14 PM,72.79407873,OK,55.99058808,OK,0,OK
 8/21/2018  3:44:14 PM,72.79237658,OK,55.98897619,OK,0,OK
 8/21/2018  3:45:14 PM,72.79091763,OK,56.00317772,OK,0,OK
 8/21/2018  3:46:14 PM,72.80303151,OK,56.02774032,OK,0,OK
 8/21/2018  3:47:14 PM,72.81535319,OK,56.03236518,OK,0,OK
 8/21/2018  3:48:14 PM,72.81577671,OK,56.01973306,OK,0,OK
 8/21/2018  3:49:14 PM,72.82734289,OK,56.01529279,OK,0,OK
 8/21/2018  3:50:14 PM,72.83840528,OK,56.00767517,OK,0,OK
 8/21/2018  3:51:14 PM,72.84761834,OK,56.02596383,OK,0,OK
 8/21/2018  3:52:14 PM,72.85387101,OK,56.05946924,OK,0,OK
 8/21/2018  3:53:14 PM,72.86369505,OK,56.05875031,OK,0,OK
 8/21/2018  3:54:14 PM,72.87393843,OK,56.05870625,OK,0,OK
 8/21/2018  3:55:14 PM,72.8836215,OK,56.06823308,OK,0,OK
 8/21/2018  3:56:14 PM,72.89111576,OK,56.08352458,OK,0,OK
 8/21/2018  3:57:14 PM,72.89515435,OK,56.07561824,OK,0,OK
 8/21/2018  3:58:14 PM,72.88966072,OK,56.05949257,OK,0,OK
 8/21/2018  3:59:14 PM,72.89018749,OK,56.04255409,OK,0,OK
 8/21/2018  4:00:14 PM,72.88939975,OK,56.02371306,OK,0,OK
 8/21/2018  4:01:14 PM,72.90737707,OK,56.03590997,OK,0,OK
 8/21/2018  4:02:14 PM,72.92338516,OK,56.05089769,OK,0,OK
 8/21/2018  4:03:14 PM,72.9313307,OK,56.05877674,OK,0,OK
 8/21/2018  4:04:14 PM,72.92102211,OK,56.06316363,OK,0,OK
 8/21/2018  4:05:14 PM,72.93019501,OK,56.05957115,OK,0,OK
 8/21/2018  4:06:14 PM,72.94082845,OK,56.03345593,OK,0,OK
 8/21/2018  4:07:14 PM,72.94077562,OK,56.02777931,OK,0,OK
 8/21/2018  4:08:14 PM,72.94776972,OK,56.0331243,OK,0,OK
 8/21/2018  4:09:14 PM,72.96096725,OK,56.05010268,OK,0,OK
 8/21/2018  4:10:14 PM,72.96299777,OK,56.07848256,OK,0,OK
 8/21/2018  4:11:14 PM,72.95457719,OK,56.09899738,OK,0,OK
 8/21/2018  4:12:14 PM,72.96057437,OK,56.09003155,OK,0,OK
 8/21/2018  4:13:14 PM,72.95776262,OK,56.07302279,OK,0,OK
 8/21/2018  4:14:14 PM,72.95833313,OK,56.06351941,OK,0,OK
 8/21/2018  4:15:14 PM,72.96603556,OK,56.08375415,OK,0,OK
 8/21/2018  4:16:14 PM,72.97500203,OK,56.11994127,OK,0,OK
 8/21/2018  4:17:14 PM,72.97818335,OK,56.12779867,OK,0,OK
 8/21/2018  4:18:14 PM,72.97671296,OK,56.10390062,OK,0,OK
 8/21/2018  4:19:14 PM,72.99349615,OK,56.08842964,OK,0,OK
 8/21/2018  4:20:14 PM,73.00602829,OK,56.06886945,OK,0,OK
 8/21/2018  4:21:14 PM,73.02113393,OK,56.02530743,OK,0,OK
 8/21/2018  4:22:14 PM,73.02724889,OK,55.98560872,OK,0,OK
 8/21/2018  4:23:14 PM,73.01976368,OK,55.97738183,OK,0,OK
 8/21/2018  4:24:14 PM,73.0221711,OK,55.98533746,OK,0,OK
 8/21/2018  4:25:14 PM,73.02412357,OK,56.00852393,OK,0,OK
 8/21/2018  4:26:14 PM,73.02585964,OK,56.03723143,OK,0,OK
 8/21/2018  4:27:14 PM,73.03032386,OK,56.0835936,OK,0,OK
 8/21/2018  4:28:14 PM,73.03393752,OK,56.09183864,OK,0,OK
 8/21/2018  4:29:14 PM,73.04068103,OK,56.06533035,OK,0,OK
 8/21/2018  4:30:14 PM,73.0568669,OK,56.02711763,OK,0,OK
 8/21/2018  4:31:14 PM,73.07357297,OK,55.98248272,OK,0,OK
 8/21/2018  4:32:14 PM,73.08486934,OK,55.95383732,OK,0,OK
 8/21/2018  4:33:14 PM,73.07890333,OK,55.95390066,OK,0,OK
 8/21/2018  4:34:14 PM,73.0837753,OK,55.96168472,OK,0,OK
 8/21/2018  4:35:14 PM,73.09777339,OK,55.96739346,OK,0,OK
 8/21/2018  4:36:14 PM,73.10801411,OK,55.96401804,OK,0,OK
 8/21/2018  4:37:14 PM,73.11809025,OK,55.95693005,OK,0,OK
 8/21/2018  4:38:14 PM,73.12219168,OK,55.97156835,OK,0,OK
 8/21/2018  4:39:14 PM,73.11926467,OK,55.99223247,OK,0,OK
 8/21/2018  4:40:14 PM,73.11349974,OK,55.99145506,OK,0,OK
 8/21/2018  4:41:14 PM,73.12408096,OK,56.00362686,OK,0,OK
 8/21/2018  4:42:14 PM,73.13925212,OK,56.02504508,OK,0,OK
 8/21/2018  4:43:14 PM,73.14793035,OK,56.02503201,OK,0,OK
 8/21/2018  4:44:14 PM,73.14019384,OK,56.00620599,OK,0,OK
 8/21/2018  4:45:14 PM,73.13164868,OK,56.02506148,OK,0,OK
 8/21/2018  4:46:14 PM,73.13016466,OK,56.04841286,OK,0,OK
 8/21/2018  4:47:14 PM,73.13964173,OK,56.04243385,OK,0,OK
 8/21/2018  4:48:14 PM,73.15096478,OK,56.03809811,OK,0,OK
 8/21/2018  4:49:14 PM,73.16917063,OK,55.99762114,OK,0,OK
